60100.0,60900.0,59600.0,324877,60900.0
61200.0,61400.0,58300.0,606670,59000.0
58500.0,58600.0,56800.0,444824,58200.0
57900.0,58000.0,57300.0,258104,57600.0
57400.0,58800.0,57300.0,204015,57500.0
57500.0,57900.0,56700.0,211946,56900.0
56900.0,57100.0,56100.0,337462,56600.0
57000.0,57400.0,56000.0,276014,56700.0
56400.0,56700.0,56000.0,165907,56200.0
56100.0,56700.0,55400.0,222320,55500.0
55400.0,56000.0,55000.0,245713,55200.0
55500.0,55900.0,55100.0,241020,55900.0
55900.0,56100.0,55400.0,161518,55800.0
55600.0,57300.0,55500.0,293858,57200.0
57400.0,57500.0,56700.0,175376,57200.0
57300.0,57700.0,57000.0,149968,57000.0
56900.0,57500.0,56000.0,241157,56800.0
56800.0,57200.0,56400.0,233696,56800.0
57100.0,58200.0,56600.0,274566,58000.0
57800.0,58600.0,57500.0,227836,58200.0
58200.0,59400.0,57800.0,353076,59200.0
58500.0,58500.0,57200.0,351024,57600.0
57300.0,59200.0,56900.0,409452,58800.0
59200.0,59800.0,58900.0,384579,59100.0
58900.0,60100.0,58600.0,481098,59500.0
59600.0,60100.0,59100.0,256770,59500.0
59300.0,60100.0,59300.0,255534,59800.0
59800.0,60600.0,59500.0,266288,60200.0
60200.0,60200.0,58700.0,222125,59300.0
59100.0,60000.0,58800.0,201718,60000.0
60100.0,60100.0,59200.0,162322,59800.0
59800.0,59800.0,59200.0,141239,59300.0
59400.0,59700.0,58800.0,163338,59300.0
59100.0,59800.0,59100.0,95105,59200.0
59600.0,59600.0,59200.0,316726,59400.0
59200.0,59400.0,57500.0,502039,57700.0
57700.0,61500.0,57600.0,893593,61300.0
62100.0,63500.0,61700.0,959153,63500.0
63100.0,63300.0,62500.0,364574,62800.0
63000.0,64400.0,62800.0,619311,63700.0
64300.0,65700.0,64000.0,708640,65200.0
65200.0,66300.0,64500.0,317806,65200.0
65100.0,65900.0,64600.0,263981,64700.0
65500.0,65800.0,65100.0,208922,65600.0
65500.0,65600.0,63800.0,255766,65400.0
65800.0,65800.0,64700.0,146806,65400.0
65200.0,65900.0,64000.0,270948,64000.0
64200.0,66000.0,64200.0,249977,65000.0
64900.0,65400.0,63500.0,333647,64100.0
64100.0,64600.0,63000.0,349600,63700.0
64100.0,64400.0,63200.0,281361,63200.0
63100.0,63700.0,62200.0,204161,63000.0
63400.0,65200.0,63400.0,243706,64800.0
65300.0,65400.0,63900.0,276933,64500.0
64700.0,65200.0,64100.0,148648,64600.0
64200.0,64900.0,63600.0,177697,63700.0
64300.0,64700.0,63800.0,133518,64400.0
64500.0,65000.0,63600.0,205482,63800.0
64300.0,64600.0,63700.0,164900,63700.0
64300.0,65700.0,64000.0,376068,65700.0
66000.0,66600.0,65600.0,174350,65800.0
65800.0,65900.0,65000.0,116946,65400.0
65500.0,66100.0,64200.0,220248,64600.0
64600.0,65900.0,64100.0,171249,65400.0
65100.0,65400.0,63900.0,227678,64800.0
65400.0,65400.0,62800.0,290852,64100.0
64100.0,64500.0,63200.0,143981,64300.0
64000.0,64800.0,63600.0,175888,64000.0
63800.0,64100.0,63100.0,193813,63800.0
64600.0,65900.0,63900.0,328644,65800.0
66000.0,66800.0,64900.0,227048,65000.0
64900.0,65400.0,64000.0,161396,64900.0
64300.0,66200.0,64000.0,364649,65600.0
66000.0,66600.0,65000.0,224903,65800.0
65200.0,65600.0,64300.0,155071,64300.0
64300.0,66300.0,63600.0,276960,66100.0
66500.0,68000.0,65800.0,455630,67900.0
68200.0,68300.0,67200.0,267528,68000.0
68100.0,69300.0,68000.0,341134,68800.0
69100.0,69400.0,68300.0,189610,68700.0
68900.0,69200.0,67600.0,207543,68100.0
67900.0,68300.0,67000.0,179619,68100.0
68600.0,69000.0,67700.0,214650,68500.0
68500.0,68900.0,67300.0,171298,67600.0
67800.0,68000.0,66900.0,177896,67300.0
67300.0,68800.0,67200.0,135057,67600.0
68000.0,68300.0,67600.0,103736,68200.0
68200.0,68400.0,67200.0,130229,67500.0
67800.0,68000.0,67000.0,158459,67600.0
67900.0,67900.0,66300.0,142156,66300.0
65800.0,66700.0,65500.0,75592,66300.0
66300.0,67100.0,66300.0,152584,66600.0
66900.0,67400.0,65800.0,172505,66500.0
66600.0,67800.0,66300.0,157581,67400.0
67400.0,68000.0,66000.0,197960,66100.0
66100.0,68400.0,66100.0,344878,68100.0
68400.0,68600.0,67500.0,178849,67600.0
67700.0,68400.0,67100.0,250223,68000.0
68100.0,68500.0,67000.0,150852,67500.0
67500.0,68000.0,67100.0,110430,67700.0
67900.0,68100.0,66800.0,183129,67100.0
67300.0,68000.0,67100.0,175950,67400.0
67800.0,68300.0,67000.0,170921,67000.0
67100.0,67800.0,66400.0,198790,67800.0
67500.0,68600.0,67200.0,231281,67800.0
68600.0,68800.0,67600.0,171339,67900.0
67900.0,67900.0,66700.0,155136,67000.0
67000.0,67700.0,65200.0,225528,65500.0
65300.0,65800.0,64200.0,126586,65500.0
64600.0,65300.0,63800.0,187198,64700.0
64600.0,64600.0,63700.0,92148,64400.0
64000.0,65000.0,63700.0,206535,63700.0
63800.0,64900.0,63800.0,99829,64800.0
64200.0,65000.0,63300.0,103411,63400.0
63500.0,63800.0,62100.0,158314,63700.0
63800.0,64000.0,63200.0,102874,63900.0
62500.0,63300.0,61300.0,283744,61900.0
60200.0,63600.0,59100.0,390208,63300.0
62800.0,63000.0,61000.0,238182,61500.0
61500.0,61900.0,60000.0,244230,60800.0
61500.0,62300.0,60700.0,160030,61700.0
62500.0,63700.0,62300.0,231968,63400.0
63200.0,65200.0,63200.0,243939,65200.0
64300.0,64900.0,63600.0,130825,64100.0
64200.0,65600.0,64100.0,236169,65100.0
65600.0,66400.0,64600.0,251227,64900.0
65200.0,65500.0,64500.0,142803,65400.0
66300.0,66600.0,63800.0,169239,63900.0
64100.0,65000.0,63500.0,229721,64500.0
65200.0,65400.0,64500.0,152401,64700.0
65300.0,66000.0,64500.0,229277,65900.0
66400.0,67300.0,66200.0,291657,67100.0
67500.0,68200.0,66700.0,270342,68000.0
68100.0,69100.0,67400.0,355812,69100.0
69000.0,69000.0,67900.0,203619,68900.0
68900.0,69600.0,68300.0,216229,69300.0
68600.0,68800.0,67900.0,194513,68100.0
68100.0,68100.0,66500.0,250675,67600.0
67900.0,68700.0,67400.0,309602,68500.0
68400.0,68600.0,67100.0,274281,67400.0
