010820.KS,퍼스텍,무기 및 총포탄 제조업
016800.KS,퍼시스,가구 제조업
103140.KS,풍산,1차 비철금속 제조업
005810.KS,풍산홀딩스,기타 금융업
086790.KS,하나금융지주,기타 금융업
000080.KS,하이트진로,알코올음료 제조업
002300.KS,한국제지,"펄프, 종이 및 판지 제조업"
000970.KS,한국주철관공업,1차 철강 제조업
047810.KS,한국항공우주,"항공기,우주선 및 부품 제조업"
009240.KS,한샘,생활용품 도매업
010420.KS,한솔피엔에스,기타 전문 도매업
011700.KS,한신기계공업,일반 목적용 기계 제조업
051600.KS,한전KPS,전기 및 통신 공사업
089470.KS,현대EP,기타 화학제품 제조업
000720.KS,현대건설,토목 건설업
086280.KS,현대글로비스,기타 운송관련 서비스업
004560.KS,현대비앤지스틸,1차 철강 제조업
004310.KS,현대약품,의약품 제조업
005380.KS,현대자동차,자동차용 엔진 및 자동차 제조업
001500.KS,현대차투자증권,금융 지원 서비스업
013520.KS,화승알앤에이,자동차 신품 부품 제조업
006060.KS,화승인더스트리,플라스틱제품 제조업
004800.KS,효성,화학섬유 제조업
069260.KS,휴켐스,기타 화학제품 제조업
016610.KS,DB금융투자,금융 지원 서비스업
069730.KS,DSR제강,1차 철강 제조업
078930.KS,GS,기타 금융업
083420.KS,KPX그린케미칼,기타 화학제품 제조업
003550.KS,LG,기타 금융업
001120.KS,LG상사,상품 중개업
032640.KS,LG유플러스,전기 통신업
079550.KS,LIG넥스원,무기 및 총포탄 제조업
023150.KS,MH에탄올,알코올음료 제조업
004060.KS,SG세계물산,상품 종합 도매업
000660.KS,SK하이닉스,반도체 제조업
011810.KS,STX,상품 종합 도매업
077970.KS,STX엔진,일반 목적용 기계 제조업
011420.KS,갤럭시아에스엠,스포츠 서비스업
001290.KS,골든브릿지증권,금융 지원 서비스업
009290.KS,광동제약,의약품 제조업
214330.KS,금호에이치티,자동차 신품 부품 제조업
008350.KS,남선알미늄,1차 비철금속 제조업
004370.KS,농심,기타 식품 제조업
020120.KS,다우인큐브,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
006370.KS,대구백화점,종합 소매업
008060.KS,대덕전자,전자부품 제조업
009320.KS,대우부품,자동차 신품 부품 제조업
000430.KS,대원강업,자동차 신품 부품 제조업
006340.KS,대원전선,절연선 및 케이블 제조업
000300.KS,대유플러스,자동차 신품 부품 제조업
001790.KS,대한제당,"곡물가공품, 전분 및 전분제품 제조업"
083380.KS,동북아13호선박투자,운송장비 임대업
002210.KS,동성제약,의약품 제조업
005190.KS,동성화학,기초 화학물질 제조업
028100.KS,동아지질,기반조성 및 시설물 축조관련 전문공사업
282690.KS,동아타이어,고무제품 제조업
042670.KS,두산인프라코어,특수 목적용 기계 제조업
024090.KS,디씨엠,1차 철강 제조업
013570.KS,디와이,기타 금융업
000400.KS,롯데손해보험,보험업
000060.KS,메리츠화재,보험업
005360.KS,모나미,생활용품 도매업
025560.KS,미래산업,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
007120.KS,미래아이앤지,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
011390.KS,부산산업,"시멘트, 석회, 플라스터 및 그 제품 제조업"
008040.KS,사조동아원,"곡물가공품, 전분 및 전분제품 제조업"
001470.KS,삼부토건,토목 건설업
032830.KS,삼성생명,보험업
016360.KS,삼성증권,금융 지원 서비스업
002810.KS,삼영무역,기타 전문 도매업
003720.KS,삼영화학공업,플라스틱제품 제조업
005500.KS,삼진제약,의약품 제조업
001820.KS,삼화콘덴서공업,전자부품 제조업
000390.KS,삼화페인트공업,기타 화학제품 제조업
075180.KS,새론오토모티브,자동차 신품 부품 제조업
200880.KS,서연이화,자동차 신품 부품 제조업
002820.KS,선창산업,나무제품 제조업
001430.KS,세아베스틸,1차 철강 제조업
027970.KS,세하,"펄프, 종이 및 판지 제조업"
029530.KS,신도리코,컴퓨터 및 주변장치 제조업
011930.KS,신성이엔지,반도체 제조업
011090.KS,에넥스,가구 제조업
005850.KS,에스엘,자동차 신품 부품 제조업
025530.KS,에스제이엠홀딩스,기타 금융업
014440.KS,영보화학,플라스틱제품 제조업
003520.KS,영진약품,의약품 제조업
012160.KS,영흥철강,1차 철강 제조업
015360.KS,예스코,연료용 가스 제조 및 배관공급업
105840.KS,우진,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
008600.KS,윌비스,생활용품 도매업
008250.KS,이건산업,나무제품 제조업
025820.KS,이구산업,1차 비철금속 제조업
015020.KS,이스타코,부동산 임대 및 공급업
000760.KS,이화산업,기타 전문 도매업
008500.KS,일정실업,편조원단 제조업
103590.KS,일진전기,절연선 및 케이블 제조업
194370.KS,제이에스코퍼레이션,"가죽, 가방 및 유사제품 제조업"
025620.KS,제이준코스메틱,기타 화학제품 제조업
004910.KS,조광페인트,기타 화학제품 제조업
001550.KS,조비,"비료, 농약 및 살균, 살충제 제조업"
035000.KS,지투알,회사 본부 및 경영 컨설팅 서비스업
011000.KS,진원생명과학,의약품 제조업
000650.KS,천일고속,육상 여객 운송업
033250.KS,체시스,자동차 신품 부품 제조업
003070.KS,코오롱글로벌,토목 건설업
120110.KS,코오롱인더,화학섬유 제조업
138490.KS,코오롱플라스틱,합성고무 및 플라스틱 물질 제조업
001420.KS,태원물산,자동차 신품 부품 제조업
001020.KS,페이퍼코리아,"펄프, 종이 및 판지 제조업"
017810.KS,풀무원,기타 금융업
172580.KS,하이골드12호,운송장비 임대업
153360.KS,하이골드3호,운송장비 임대업
025540.KS,한국단자공업,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
010100.KS,한국프랜지공업,자동차 신품 부품 제조업
014790.KS,한라,토목 건설업
008930.KS,한미사이언스,기타 금융업
020000.KS,한섬,봉제의복 제조업
213500.KS,한솔제지,"펄프, 종이 및 판지 제조업"
025750.KS,한솔홈데코,제재 및 목재 가공업
101530.KS,해태제과식품,기타 식품 제조업
069960.KS,현대백화점,종합 소매업
006390.KS,현대시멘트,"시멘트, 석회, 플라스터 및 그 제품 제조업"
267260.KS,현대일렉트릭,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
011760.KS,현대종합상사,상품 종합 도매업
001450.KS,현대해상,보험업
057050.KS,현대홈쇼핑,무점포 소매업
093240.KS,형지엘리트,봉제의복 제조업
081660.KS,휠라코리아,생활용품 도매업
003280.KS,흥아해운,해상 운송업
138930.KS,BNK금융지주,기타 금융업
011150.KS,CJ씨푸드,기타 식품 제조업
037560.KS,CJ헬로,텔레비전 방송업
092220.KS,KEC,반도체 제조업
001390.KS,KG케미칼,기초 화학물질 제조업
034120.KS,SBS,텔레비전 방송업
096770.KS,SK이노베이션,기타 금융업
037270.KS,YG PLUS,광고업
008870.KS,금비,유리 및 유리제품 제조업
072710.KS,농심홀딩스,기타 금융업
047040.KS,대우건설,건물 건설업
042660.KS,대우조선해양,선박 및 보트 건조업
003090.KS,대웅,기타 금융업
003220.KS,대원제약,의약품 제조업
024890.KS,대원화성,플라스틱제품 제조업
082640.KS,동양생명,보험업
163560.KS,동일고무벨트,고무제품 제조업
001530.KS,동일방직,방적 및 가공사 제조업
034020.KS,두산중공업,일반 목적용 기계 제조업
092200.KS,디아이씨,자동차 신품 부품 제조업
071840.KS,롯데하이마트,가전제품 및 정보통신장비 소매업
088980.KS,맥쿼리인프라,신탁업 및 집합투자업
138040.KS,메리츠금융지주,기타 금융업
009680.KS,모토닉,자동차 신품 부품 제조업
026940.KS,부국철강,1차 철강 제조업
006090.KS,사조오양,수산물 가공 및 저장 처리업
006400.KS,삼성SDI,일차전지 및 축전지 제조업
018260.KS,삼성에스디에스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
005930.KS,삼성전자,통신 및 방송 장비 제조업
029780.KS,삼성카드,기타 금융업
005680.KS,삼영전자공업,전자부품 제조업
011230.KS,삼화전자공업,영상 및 음향기기 제조업
002420.KS,세기상사,"영화, 비디오물, 방송프로그램 제작 및 배급업"
058650.KS,세아홀딩스,기타 금융업
013000.KS,세우글로벌,기타 전문 도매업
016590.KS,신대양제지,"골판지, 종이 상자 및 종이용기 제조업"
009270.KS,신원,봉제의복 제조업
008700.KS,아남전자,영상 및 음향기기 제조업
002790.KS,아모레퍼시픽그룹,기타 금융업
079440.KS,아이엔지생명,보험업
123700.KS,에스제이엠,자동차 신품 부품 제조업
023960.KS,에쓰씨엔지니어링,토목 건설업
015260.KS,에이엔피,전자부품 제조업
007310.KS,오뚜기,기타 식품 제조업
070960.KS,용평리조트,일반 및 생활 숙박시설 운영업
000030.KS,우리은행,은행 및 저축기관
016880.KS,웅진,기타 금융업
000910.KS,유니온,"시멘트, 석회, 플라스터 및 그 제품 제조업"
003470.KS,유안타증권,금융 지원 서비스업
084680.KS,이월드,유원지 및 기타 오락관련 서비스업
129260.KS,인터지스,도로 화물 운송업
249420.KS,일동제약,의약품 제조업
007570.KS,일양약품,의약품 제조업
018470.KS,조일알미늄,1차 비철금속 제조업
100250.KS,진양홀딩스,기타 금융업
051630.KS,진양화학,플라스틱제품 제조업
009310.KS,참엔지니어링,특수 목적용 기계 제조업
006380.KS,카프로,기초 화학물질 제조업
281820.KS,케이씨텍,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
011280.KS,태림포장,"골판지, 종이 상자 및 종이용기 제조업"
214420.KS,토니모리,기타 화학제품 제조업
019180.KS,티에이치엔,기타 전기장비 제조업
134790.KS,팀스,가구 제조업
005690.KS,파미셀,기초 의약물질 및 생물학적 제제 제조업
005490.KS,포스코,1차 철강 제조업
058430.KS,포스코강판,1차 철강 제조업
047050.KS,포스코대우,상품 중개업
071090.KS,하이스틸,1차 철강 제조업
036460.KS,한국가스공사,연료용 가스 제조 및 배관공급업
004090.KS,한국석유공업,기타 비금속 광물제품 제조업
123890.KS,한국자산신탁,신탁업 및 집합투자업
023350.KS,한국종합기술,"건축기술, 엔지니어링 및 관련 기술 서비스업"
017960.KS,한국카본,"구조용 금속제품, 탱크 및 증기발생기 제조업"
161890.KS,한국콜마,기타 화학제품 제조업
060980.KS,한라홀딩스,기타 금융업
053690.KS,한미글로벌,"건축기술, 엔지니어링 및 관련 기술 서비스업"
128940.KS,한미약품,의약품 제조업
003680.KS,한성기업,수산물 가공 및 저장 처리업
004710.KS,한솔테크닉스,전자부품 제조업
004960.KS,한신공영,건물 건설업
014130.KS,한익스프레스,도로 화물 운송업
010620.KS,현대미포조선,선박 및 보트 건조업
011210.KS,현대위아,자동차 신품 부품 제조업
009540.KS,현대중공업,선박 및 보트 건조업
003010.KS,혜인,기계장비 및 관련 물품 도매업
010690.KS,화신,자동차 신품 부품 제조업
016580.KS,환인제약,의약품 제조업
005870.KS,휴니드테크놀러지스,통신 및 방송 장비 제조업
079980.KS,휴비스,화학섬유 제조업
